date;tavg;tmin;tmax;prcp
16/09/2013;20.5;16.7;24.9;2
17/09/2013;20.3;16.9;25.6;0
18/09/2013;19.8;;23.3;0
19/09/2013;19.5;14.7;25.9;0
20/09/2013;20.8;14.5;27.3;
21/09/2013;24;;34.3;
22/09/2013;24.6;14.6;;0
23/09/2013;21.8;18.2;27.2;0
24/09/2013;21.2;18.3;27.1;0
25/09/2013;20.6;;;0
26/09/2013;21;;;
27/09/2013;22.4;14.6;30;0
28/09/2013;21.6;16.4;25.8;0
29/09/2013;21.5;;;0
30/09/2013;22.3;16.9;28.1;
01/10/2013;21.8;16.3;;0
02/10/2013;21.5;16.5;27.6;0
03/10/2013;21.6;16.6;26.3;0
04/10/2013;21;18.6;;0
05/10/2013;20.8;;;0
06/10/2013;20.5;16.4;;0
07/10/2013;18.8;;26;0
08/10/2013;19.7;11.9;27.3;0
09/10/2013;21.5;13.9;28.4;0
10/10/2013;20.7;15.1;;0
11/10/2013;20.5;15.4;;0
12/10/2013;18.8;14.4;24.4;
13/10/2013;18.4;13.9;24.2;0
14/10/2013;18.3;12.9;24;0
15/10/2013;18.8;13.1;;
16/10/2013;19.7;14.6;26.3;0
17/10/2013;19.6;;29.3;
18/10/2013;19.7;12.6;25.2;0
19/10/2013;19.5;;;0
20/10/2013;18.9;12.8;25.9;
21/10/2013;18.8;;28.2;0
22/10/2013;18.8;11.5;;0
23/10/2013;20.2;13.1;;
24/10/2013;20.3;14.5;27.9;0
25/10/2013;17.8;14.5;24.3;0
26/10/2013;17.3;;;10.9
27/10/2013;17;11.7;22.9;0
28/10/2013;18.3;12.6;29.3;0
29/10/2013;17.6;;21;
30/10/2013;14.2;;20.2;0
31/10/2013;13.7;;22.1;0
01/11/2013;14.9;5.9;;0
02/11/2013;15.6;;28.5;0
03/11/2013;16.1;5.2;;0
04/11/2013;17.2;8.1;23.1;0
05/11/2013;16.4;11.8;22.1;0
06/11/2013;16.8;13.5;;
07/11/2013;16.7;13.4;20.9;0
08/11/2013;16.5;;22.1;0
09/11/2013;14.8;;19.5;0
10/11/2013;13.7;5.6;;0
11/11/2013;14.8;5.6;;0
12/11/2013;15.1;;;0
13/11/2013;16.2;6.7;;0
14/11/2013;15.7;11.5;22.1;0
15/11/2013;15.1;;;0
16/11/2013;11.1;5.2;;0
17/11/2013;8;;12.2;5.1
18/11/2013;10;4.1;;7.1
19/11/2013;12.5;7;17.8;3
20/11/2013;12;;;1
21/11/2013;10.3;;;0
22/11/2013;13.4;4.8;;0
23/11/2013;16.6;11.1;21.1;1
24/11/2013;14.9;;17.2;4.1
25/11/2013;11.4;;17.3;16
26/11/2013;10.3;;18.6;0
27/11/2013;9.8;2.9;18.1;0
28/11/2013;11.8;3.4;;0
29/11/2013;13.5;6.1;19.9;1
30/11/2013;11.2;;;0
01/12/2013;9;3.6;15.3;0
02/12/2013;11;;17.9;
03/12/2013;9.9;0.6;20.1;0
04/12/2013;10.1;;;0
05/12/2013;11.5;2.3;;0
06/12/2013;12.2;3.3;23.4;0
07/12/2013;12.3;4.8;;0
08/12/2013;11.1;;;0
09/12/2013;10.1;;;0
10/12/2013;10.5;1.2;21.9;0
11/12/2013;13;2.4;22.1;0
12/12/2013;13.8;6.7;20.2;0
13/12/2013;12.2;;17.1;0
14/12/2013;13;;18.4;0
15/12/2013;11.2;3.8;21;0
16/12/2013;11.2;4;16.9;0
17/12/2013;13.1;6.8;18.1;0
18/12/2013;11.8;4.9;;
19/12/2013;12;5.3;;0
20/12/2013;10.8;;14.5;2
21/12/2013;7.8;1.7;;0
22/12/2013;9.2;1.3;;0
23/12/2013;9.7;1.6;;0
24/12/2013;11;2.3;19.4;0
25/12/2013;13.8;3.3;;0
26/12/2013;14.5;;18.1;6.1
27/12/2013;11.8;;18.5;0
28/12/2013;10;6;14.5;0.3
29/12/2013;8.7;;;7.9
30/12/2013;8.4;;17.1;0
31/12/2013;6.9;-0.4;16;0
01/01/2014;8.3;-0.5;17.3;0
02/01/2014;10.3;1.5;;0
03/01/2014;11.3;4.3;19.1;0
04/01/2014;13.2;4.7;17.9;0
05/01/2014;12.1;6.8;;0
06/01/2014;10.5;;;0
07/01/2014;11.2;;22.9;0
08/01/2014;15.7;2.9;;0
09/01/2014;14.6;7;25.2;0
10/01/2014;15.3;7.8;19.9;
11/01/2014;13;;19.1;0.5
12/01/2014;12;;20.2;0
13/01/2014;10.1;4.8;16.1;0
14/01/2014;9.5;;16.3;5.1
15/01/2014;10.4;3.9;18.1;0
16/01/2014;11.5;3.6;14.1;0
17/01/2014;10.1;;15;3
18/01/2014;9.7;7.8;14;7.9
19/01/2014;12.3;8.2;15.6;20.1
20/01/2014;11;;15;2
21/01/2014;8.6;;15.5;0
22/01/2014;9.4;2.2;;0
23/01/2014;10.8;;14.1;
24/01/2014;8.7;;15.2;0
25/01/2014;9.1;1.9;15.1;0
26/01/2014;11.5;2.9;17;0
27/01/2014;11.1;6.6;;0
28/01/2014;11.4;;;2
29/01/2014;9;5.6;;0
30/01/2014;9.5;5.9;;19.1
31/01/2014;10;5.6;12.9;2
01/02/2014;11.8;8.6;;5.1
02/02/2014;11.1;;14.1;2
03/02/2014;9.6;;15.7;0
04/02/2014;11.8;3;;0
05/02/2014;11.3;;17.2;
06/02/2014;11.1;4.9;17.1;0
07/02/2014;11.2;4.7;16.9;0.5
08/02/2014;9.7;;17.2;0
09/02/2014;12;2.7;16.9;0
10/02/2014;11.2;;14.7;4.1
11/02/2014;8.1;;;0.8
12/02/2014;12.6;1.6;18.9;0
13/02/2014;13.9;;20.3;0
14/02/2014;13.7;7.3;;0
15/02/2014;12.5;;18.6;0
16/02/2014;10.6;8;13.3;4.1
17/02/2014;8.4;;;0
18/02/2014;9.2;3.6;14.1;5.1
19/02/2014;9.8;5.7;15.1;3
20/02/2014;9.5;3.4;16.3;0
21/02/2014;9.9;3.5;;0
22/02/2014;10.5;4.4;15.7;0
23/02/2014;10.5;;;0
24/02/2014;10.9;2.1;14.9;0.5
25/02/2014;9.6;;;0.8
26/02/2014;11;2.9;;0
27/02/2014;10;2.7;;0
28/02/2014;11.1;2.6;;0
01/03/2014;12.2;4.4;16.1;0
02/03/2014;13.2;9.8;15.1;0.3
03/03/2014;12.8;11.5;15.2;3
04/03/2014;12;;15.3;0.3
05/03/2014;10.6;;16.9;0
06/03/2014;11.3;;18;0
07/03/2014;14;;27.1;0
08/03/2014;18.7;2.5;31;0
09/03/2014;19.1;9.9;;0
10/03/2014;15.1;;20.1;0
11/03/2014;13.8;10.3;;0
12/03/2014;13.1;;17.9;0
13/03/2014;11.8;;18;0
14/03/2014;11.1;3.9;18.2;0
15/03/2014;12.5;4.3;20.9;0
16/03/2014;12.5;;;0
17/03/2014;14.1;2.3;24.9;0
18/03/2014;15;3.7;22.9;0
19/03/2014;14;8.4;21.1;0
20/03/2014;13.7;10.6;16.4;0
21/03/2014;11.5;4.4;18.5;
22/03/2014;13.5;4.1;;0
23/03/2014;13.6;7;17.1;0
24/03/2014;11.8;;19.4;0
25/03/2014;13.2;3.8;19.2;0
26/03/2014;12.2;;16.5;0
27/03/2014;9.9;2.2;;0
28/03/2014;9;2.4;13.6;3
29/03/2014;10.4;6.7;15.3;6.1
30/03/2014;12.5;6.7;20;0.3
31/03/2014;13.5;;22.1;0
01/04/2014;15.2;6.3;24.4;0
02/04/2014;11.5;7.3;18.1;9.9
03/04/2014;12;;16.3;16
04/04/2014;11.5;;19.1;1
05/04/2014;14.5;3.9;;0
06/04/2014;17.6;8.2;27.3;0
07/04/2014;18.3;7.5;;0
08/04/2014;22.1;7.7;34.4;0
09/04/2014;21.6;10.5;32.5;0
10/04/2014;19.3;13.7;;0
11/04/2014;17.4;;24;0
12/04/2014;16.2;;22.9;0
13/04/2014;16.8;10.7;;0
14/04/2014;18.2;11.4;24.5;0
15/04/2014;15.6;9.9;22;0
16/04/2014;16.9;10.6;21;0
17/04/2014;16.6;;21.5;0
18/04/2014;16.6;;20.9;0
19/04/2014;15.1;;19.7;0
20/04/2014;15.1;9.4;22.9;0
21/04/2014;13.7;;18.5;0.3
22/04/2014;14.4;7.9;20.5;10.9
23/04/2014;15.3;7.5;21.3;0
24/04/2014;15.3;;20.6;0
25/04/2014;14.8;7.7;;0
26/04/2014;15.7;;;0
27/04/2014;16.2;7.5;22.1;0
28/04/2014;17.3;8.6;25;0
29/04/2014;16.9;8.2;;0
30/04/2014;18.1;8.1;26.2;0
01/05/2014;18.5;10.4;;0
02/05/2014;20;10.5;29.1;0
03/05/2014;19.7;11.1;;0
04/05/2014;19.1;11.4;27.9;0
05/05/2014;20.6;11.8;33.5;0
06/05/2014;19.3;;27.5;
07/05/2014;19.4;;;0
08/05/2014;19.2;14.9;26.5;0
09/05/2014;19.5;14.9;;0
10/05/2014;20.2;14.9;;0
11/05/2014;20.6;12.5;;0
12/05/2014;22.8;14;32;0
13/05/2014;23.6;15.1;;0
14/05/2014;27.8;14.3;40;0
15/05/2014;25.5;14.6;35.3;0
16/05/2014;20.1;16.6;;0
17/05/2014;18.6;14.5;;0
18/05/2014;18.8;13.6;25.3;
19/05/2014;18.3;;24.4;0
20/05/2014;17.7;12.7;;0
21/05/2014;16;;20.4;
22/05/2014;16.6;10.7;21.2;
23/05/2014;16.3;9.9;21.2;0
24/05/2014;15.2;10.7;;0
25/05/2014;14.7;;;
26/05/2014;15.8;9.6;20.7;0
27/05/2014;15.8;;21.9;0
28/05/2014;18.2;12.1;24;0
29/05/2014;18.6;15.3;23.4;0
30/05/2014;18.6;14.5;;0
31/05/2014;18.5;;24.3;0
01/06/2014;19.2;12.7;;0
02/06/2014;21;;28.2;0
03/06/2014;20.2;11.3;27.5;0
04/06/2014;18.9;12.3;;0
05/06/2014;19.1;14.8;26;0
06/06/2014;18.8;15.3;;0
07/06/2014;18.2;10.6;25;0
08/06/2014;19;10.8;24.3;0
09/06/2014;18.4;14.4;23;0
10/06/2014;18.8;14.8;23.2;0
11/06/2014;20.5;15.5;27.3;0
12/06/2014;24;15.7;;0
13/06/2014;26.3;16.5;;0
14/06/2014;25.3;;;0
15/06/2014;21;16.6;;0
16/06/2014;20.7;16.6;;0
17/06/2014;19.9;16.9;;0
18/06/2014;19.7;16.7;23.2;0
19/06/2014;18.8;16.2;22.1;0
20/06/2014;18.5;;24.9;0
21/06/2014;19.1;11.9;26.1;0
22/06/2014;19.6;12.5;26.2;0
23/06/2014;19.5;14.4;25.5;0
24/06/2014;19;14.4;24;0
25/06/2014;19.3;;;0
26/06/2014;20.3;14.5;24.4;0
27/06/2014;21.6;17.9;26.7;0
28/06/2014;21.8;17.6;;0
29/06/2014;21.6;17.7;26.3;0
30/06/2014;21.5;;29;0
01/07/2014;20.6;15.2;26.4;0
02/07/2014;19.3;;23.2;0.8
03/07/2014;19.4;14.3;24.4;0.5
04/07/2014;20.3;14.5;;0
05/07/2014;20.7;15.2;25.5;0
06/07/2014;20.9;17.4;25;0
07/07/2014;20.8;17.9;25.3;0
08/07/2014;21.6;;28.1;0
09/07/2014;23.6;16.2;31.1;0
10/07/2014;22.6;15.7;30.2;0
11/07/2014;22.2;;29.4;0
12/07/2014;19.6;15.4;;0
13/07/2014;21.2;;;0
14/07/2014;22.3;16.6;29.3;0
15/07/2014;24;16.7;31.2;0
16/07/2014;24.7;18.8;33.2;0
17/07/2014;22.8;;28.1;0
18/07/2014;21.8;18.7;;0
19/07/2014;21.8;17.7;27.4;0
20/07/2014;21.6;17.9;25.9;0
21/07/2014;22.1;16.8;28;0
22/07/2014;22.6;16.9;29.1;0
23/07/2014;20.9;;25.1;0
24/07/2014;21.1;17.6;25.4;0
25/07/2014;21;18.1;;0
26/07/2014;21.2;;;0
27/07/2014;21.3;17.7;26.1;0
28/07/2014;21.8;;27.2;0
29/07/2014;21.6;;27.1;0
30/07/2014;21.1;;;0
31/07/2014;21.2;15.2;28;0
01/08/2014;20.7;16.8;;0
02/08/2014;21.4;18.6;25.2;0
03/08/2014;21.2;16.9;;0
04/08/2014;22.2;16.9;;0
05/08/2014;22.8;18.4;;0
06/08/2014;22.7;18.4;29.9;0
07/08/2014;22.6;16.6;28.4;0
08/08/2014;22.3;17.7;27.9;0
09/08/2014;22.7;19.2;27.9;0
10/08/2014;22.6;19.6;;0
11/08/2014;22.4;;28.1;0
12/08/2014;22.4;19;;0
13/08/2014;22.1;;;0
14/08/2014;22.6;16.7;29.2;0
15/08/2014;22.7;;30.2;0
16/08/2014;23.8;17;;0
17/08/2014;23.9;17.9;;0
18/08/2014;22.5;;29.2;0
19/08/2014;21.8;;27;0
20/08/2014;22;16.8;29.2;0
21/08/2014;22.3;16.7;29.3;0
22/08/2014;21.8;17.9;26.4;0
23/08/2014;22.1;17.8;;0
24/08/2014;22.4;17.7;29.1;0
25/08/2014;23.9;18.2;;0
26/08/2014;24.5;19.8;31.4;0
27/08/2014;26.1;19.4;;0
28/08/2014;25.7;20.2;32.1;0
29/08/2014;24.6;;31.1;0
30/08/2014;23;;29;0
31/08/2014;22.6;;;
01/09/2014;22.2;;;0
02/09/2014;21.9;19.1;26.2;0
03/09/2014;22.1;;27.5;
04/09/2014;22.7;;;0
05/09/2014;22.3;18.6;28;0
06/09/2014;22.2;17.7;29.2;0
07/09/2014;22.1;16.9;;0
08/09/2014;22.1;;28.3;0
09/09/2014;22.5;16.2;;0
10/09/2014;22.6;16.6;;0
11/09/2014;22.9;16.8;28.9;0
12/09/2014;22.2;;27.9;0
13/09/2014;22.7;17.7;;0
14/09/2014;21.8;16.5;29.4;0
15/09/2014;22.6;15.6;31.1;0
16/09/2014;23.5;15.5;;0
17/09/2014;22.6;;27.9;0
18/09/2014;21.6;17.8;27.3;0
19/09/2014;21.4;;26.1;0
20/09/2014;20.8;;;0
21/09/2014;20.5;16.9;27.4;0.3
22/09/2014;20.3;16.7;25.3;1
23/09/2014;19;12.4;26.1;0
24/09/2014;19.5;12.7;24.3;0
25/09/2014;19.6;13.7;;
26/09/2014;20.1;13.5;24.6;0
27/09/2014;20.5;16.7;24.5;0
28/09/2014;20.2;16.6;;0
29/09/2014;20.1;14.6;25.4;0
30/09/2014;20.8;14.4;25.1;0
01/10/2014;22.3;17.3;;0
02/10/2014;22.5;;;
03/10/2014;22;;30.9;0
04/10/2014;21.9;17.5;27;0
05/10/2014;20.6;;;0
06/10/2014;19.7;14.6;22.9;0
07/10/2014;18.5;;25.2;0
08/10/2014;19.7;12.1;26.8;0
09/10/2014;20;;26.5;0
10/10/2014;20.2;14.4;27.1;0
11/10/2014;20.6;16;27.1;0
12/10/2014;17.7;;22.2;3
13/10/2014;16;10.7;;1
14/10/2014;17.3;10.4;22.2;0
15/10/2014;18.2;11.9;;1
16/10/2014;19.6;11.7;28.1;0
17/10/2014;20.4;11.7;29.3;0
18/10/2014;20.3;13.8;27.9;0
19/10/2014;24.6;16.3;;0
20/10/2014;24.6;16.3;37;0
21/10/2014;23.4;;;0
22/10/2014;23.1;;34.2;0
23/10/2014;21.5;;32;0
24/10/2014;18.9;12.9;;
25/10/2014;18.8;;27.5;0
26/10/2014;19;11.8;28.2;0
27/10/2014;21.6;11.5;;0
28/10/2014;24.8;12.9;34.6;0
29/10/2014;24.6;;;
30/10/2014;23.1;;;0
31/10/2014;20.6;12.8;31.1;0
01/11/2014;19.4;12.5;;0
02/11/2014;17.7;;;0
03/11/2014;17.3;12.8;23.1;
04/11/2014;15.2;12.3;;0
05/11/2014;14.4;10.9;;13
06/11/2014;14.6;;20;0.3
07/11/2014;14.8;8.7;21.4;0
08/11/2014;15.4;8.5;;0
09/11/2014;14.8;11;18.2;8.9
10/11/2014;13.8;9.9;18.6;3
11/11/2014;16;10;21.3;0
12/11/2014;16.9;11.5;21.1;6.1
13/11/2014;17.3;;;0.5
14/11/2014;17.1;13.7;;0
15/11/2014;16.1;;;7.1
16/11/2014;13.8;;;0
17/11/2014;14.1;;;0
18/11/2014;14;7.7;;0
19/11/2014;16.3;7.5;25;0
20/11/2014;16.8;9.9;;0
21/11/2014;18.2;12.8;25;0
22/11/2014;17.7;13.9;20.9;0
23/11/2014;16.7;13.7;21.2;0.5
24/11/2014;13.5;;16.8;6.1
25/11/2014;13.3;;18.5;3
26/11/2014;14.4;9.8;19.2;0
27/11/2014;13.7;9.8;17.1;2
28/11/2014;12.1;;;26.9
29/11/2014;12;;15.5;9.9
30/11/2014;12.1;;;0
01/12/2014;13.1;10.3;17;15
02/12/2014;13.3;10.2;;0
03/12/2014;12.7;10.7;;3
04/12/2014;12.5;;;6.1
05/12/2014;11.3;;16.1;0
06/12/2014;11;;17;0
07/12/2014;10.2;;15.4;0
08/12/2014;8.6;;;0
09/12/2014;9.1;1.9;;0
10/12/2014;10.5;1.7;;0
11/12/2014;9.5;;;0
12/12/2014;11.2;2.7;;0
13/12/2014;12.5;4.9;18;0
14/12/2014;9.5;7.6;;11.9
15/12/2014;11.3;7.6;;14
16/12/2014;11;7.1;14.9;5.1
17/12/2014;13.2;7.7;17.3;6.1
18/12/2014;11.5;;16.3;0
19/12/2014;11;6.2;;0.3
20/12/2014;8.7;5.2;12.9;0
21/12/2014;10.5;5.7;;0
22/12/2014;11.1;;15.1;0
23/12/2014;11.1;;14.9;0.3
24/12/2014;11.6;;17.2;0
25/12/2014;11.2;6.7;15.3;0
26/12/2014;9.2;;16.3;0
27/12/2014;8.7;;15.2;
28/12/2014;9;1.6;15.5;0
29/12/2014;9.6;3.2;;0
30/12/2014;8.3;;15.2;0.8
31/12/2014;8;;;0
01/01/2015;7.7;0.8;;0
02/01/2015;8;0.4;17.1;0
03/01/2015;8.3;0.8;16.9;0
04/01/2015;8.5;0.8;17.1;0
05/01/2015;8;;;0
06/01/2015;9.9;0.8;;0
07/01/2015;8.6;;;0
08/01/2015;8.2;1.6;15.3;0
09/01/2015;9.1;1.5;19.2;0
10/01/2015;12.2;1.9;22.1;0
11/01/2015;10.3;;16.4;0
12/01/2015;12.8;3.8;19.3;0
13/01/2015;13.9;6.9;;0
14/01/2015;12.2;;;1
15/01/2015;11.3;7.4;;0.3
16/01/2015;10.1;;13.1;0
17/01/2015;8.1;;13.6;8.9
18/01/2015;9.3;4.2;11.9;7.9
19/01/2015;10;;13;0
20/01/2015;8.2;;13.5;1
21/01/2015;9;3.9;13.2;9.9
22/01/2015;10;4.7;;0.8
23/01/2015;10.7;6.4;15.3;4.1
24/01/2015;10.6;6.6;15.2;0.8
25/01/2015;8.6;;15;0
26/01/2015;8.4;1.5;16.9;0
27/01/2015;7.8;;16.6;0
28/01/2015;9.1;0.7;;0
29/01/2015;9;2.8;15.6;0
30/01/2015;11.1;3.3;16.1;0
31/01/2015;12.6;8.3;15.6;0.5
01/02/2015;9.6;;13.1;3
02/02/2015;7;;13.9;0
03/02/2015;8.8;0.7;14;0
04/02/2015;10.4;4.4;;0.8
05/02/2015;7.3;1.6;12.1;4.1
06/02/2015;5.5;-0.4;11.3;0
07/02/2015;7.5;0.4;13.2;0.5
08/02/2015;6.8;;13.3;0
09/02/2015;9.1;-0.1;;0
10/02/2015;10.6;;15.5;
11/02/2015;9.9;2.7;18.5;0
12/02/2015;10.9;3.2;15.2;0.8
13/02/2015;9;;15.5;0
14/02/2015;8.5;;;
15/02/2015;9.4;1.2;16.2;
16/02/2015;10.7;5.5;15.1;0
17/02/2015;9.9;;13.2;0
18/02/2015;9.2;5.3;;5.1
19/02/2015;11.2;5.6;15.4;0
20/02/2015;10.6;;15.3;0
21/02/2015;9.7;5.5;;0
22/02/2015;9.7;;15.2;1
23/02/2015;9.5;2.8;;0
24/02/2015;11.8;2.6;;0
25/02/2015;9.7;3.5;15.3;0
26/02/2015;9.4;;15.9;0
27/02/2015;10.9;;15.1;
28/02/2015;11.5;6.2;;0
01/03/2015;11.4;4.9;18.2;0
02/03/2015;13.2;3.8;;0
03/03/2015;12.1;9.3;;
04/03/2015;13.7;9.2;18.9;0
05/03/2015;13.3;;21.5;0
06/03/2015;14.8;;23.3;0
07/03/2015;15.9;6.7;;0
08/03/2015;12.8;5.7;19.9;0
09/03/2015;12.4;3.7;;0
10/03/2015;12.1;2.8;;0.3
11/03/2015;11.8;3.6;21;0
12/03/2015;12.8;5.5;19.6;0
13/03/2015;12.1;;16.3;0
14/03/2015;10.8;;;0
15/03/2015;11.2;;;
16/03/2015;10.6;3.6;;0
17/03/2015;10.6;3.6;17.4;0
18/03/2015;10;;;
19/03/2015;10.3;6.2;15.4;1
20/03/2015;10.5;;;0
21/03/2015;12.1;5.2;18.2;2
22/03/2015;12.2;8.5;15.1;2
23/03/2015;11.9;9.3;17.1;7.9
24/03/2015;9.6;;13.7;7.9
25/03/2015;9.7;4.6;;17
26/03/2015;10.2;4.4;16.3;3
27/03/2015;12.2;4.3;20;0
28/03/2015;13.8;;19.3;
29/03/2015;14.3;;;
30/03/2015;14.7;6.8;21.9;0
31/03/2015;15.6;10;23.2;0
01/04/2015;16.2;9.9;25.2;0
02/04/2015;17.1;;;0
03/04/2015;17.6;10.2;28.3;0
04/04/2015;16.8;9.9;27.3;0
05/04/2015;14.3;11.5;17.3;0
06/04/2015;13;;;0
07/04/2015;14.5;;20.5;0
08/04/2015;15.1;8;21.1;
09/04/2015;14.8;;22.1;0
10/04/2015;13.9;6.7;;0
11/04/2015;15.2;6.8;;0
12/04/2015;15.6;7.1;23.1;0
13/04/2015;15.3;7.4;;0
14/04/2015;15.1;10.9;21.1;0
15/04/2015;15.1;;21.3;0
16/04/2015;14.7;7.8;21.4;0
17/04/2015;15.2;10.7;20.2;0
18/04/2015;15.5;10.6;20.2;0
19/04/2015;15.3;11.5;20.2;0
20/04/2015;15;;;
21/04/2015;15.3;9.2;20.3;0
22/04/2015;15.8;10.8;21.3;0
23/04/2015;16;12.8;22.2;0
24/04/2015;15.3;9.9;22.1;0
25/04/2015;15.7;8.7;24.2;0
26/04/2015;16.1;9.1;22.1;0
27/04/2015;14.7;7.8;;0
28/04/2015;14.7;8.3;;0
29/04/2015;15.9;9.4;21.9;0
30/04/2015;17.1;11.6;24;0
01/05/2015;19.1;;27.9;0
02/05/2015;21.3;10.4;;0
03/05/2015;19.6;11.9;29.2;0
04/05/2015;18.8;12.2;26.1;0
05/05/2015;17.5;13.1;20.5;0
06/05/2015;18.3;12.5;25.3;0
07/05/2015;19;10.5;;0
08/05/2015;18.1;11.3;;0
09/05/2015;19;11.8;25.3;0
10/05/2015;19.7;11.8;28.4;0
11/05/2015;21.2;11.8;31;0
12/05/2015;27.7;14.4;;0
13/05/2015;27.2;14.5;41.1;0
14/05/2015;22.5;14.5;33.5;0
15/05/2015;19.6;;26.3;0
16/05/2015;19.6;10.9;;0
17/05/2015;20.8;10.6;30.1;0
18/05/2015;20.2;;29;0
19/05/2015;17.9;;23.1;0
20/05/2015;18;12.8;23.4;
21/05/2015;19.5;12.9;25.9;0
22/05/2015;19.3;13.5;26.9;0
23/05/2015;19;14.7;25.2;0
24/05/2015;18;13.6;23.4;0
25/05/2015;18.3;13.4;24.2;18
26/05/2015;19.5;10.3;27.4;0
27/05/2015;22.1;11;30.4;0
28/05/2015;21.8;12.8;29.2;0
29/05/2015;19.6;;27.1;2
30/05/2015;20.8;;27.2;0
31/05/2015;19.9;;;0
01/06/2015;19.3;14.9;25.2;0.5
02/06/2015;22.3;15.5;29.3;0
03/06/2015;23.5;15.7;33;0
04/06/2015;23.1;16.2;;0
05/06/2015;23.8;16.7;33.2;0
06/06/2015;26.2;17.6;;0
07/06/2015;24.6;;33.8;0
08/06/2015;20.9;16.7;28.3;0
09/06/2015;21.2;16.9;27.7;0
10/06/2015;19.7;15.8;24.4;0
11/06/2015;19.1;;22.5;0
12/06/2015;18.9;13.9;;0
13/06/2015;17.7;12.9;22.3;0
14/06/2015;17.1;;23.4;0
15/06/2015;18.3;;23.6;
16/06/2015;19.2;;24;0
17/06/2015;21.2;12.6;28.4;0
18/06/2015;22.3;12.6;31;0
19/06/2015;22;14.3;;0
20/06/2015;22.4;16.1;29.4;0
21/06/2015;21.4;15.5;29.3;0
22/06/2015;21.4;13.9;;0
23/06/2015;20.2;13.7;26.4;0
24/06/2015;19.9;15.3;24.3;0
25/06/2015;19.9;15.3;24.3;0
26/06/2015;23.5;15.7;30.1;0
27/06/2015;24.8;;35.1;0
28/06/2015;23.8;16.8;33.3;0
29/06/2015;22.2;16.8;31;0
30/06/2015;22.5;16.6;;0
01/07/2015;21.5;18.5;26.1;0
02/07/2015;22.1;18.6;;0
03/07/2015;22.8;;28.4;
04/07/2015;23.1;;;0
05/07/2015;24.8;18.3;;0
06/07/2015;27.2;20;38;0
07/07/2015;27;19.8;37.1;0
08/07/2015;24.9;19.6;32.7;
09/07/2015;23.2;;29.5;0
10/07/2015;21.7;18.5;26.5;0
11/07/2015;23.5;;;0
12/07/2015;24.3;;30.1;
13/07/2015;26.1;19.6;33.9;0
14/07/2015;27.8;20.1;;0
15/07/2015;26.7;;32.5;0
16/07/2015;23.8;18.5;31.9;0
17/07/2015;24.3;18.5;31.2;0
18/07/2015;23.6;18.8;28.9;0
19/07/2015;24;18.8;;0
20/07/2015;25.3;19.4;32.3;0
21/07/2015;27;19.5;39;0
22/07/2015;27.8;21;;0
23/07/2015;25.7;19.6;;0
24/07/2015;22.8;18.5;28.3;0
25/07/2015;22.8;;27;0
26/07/2015;22.7;;29.6;0
27/07/2015;24.6;16;32.3;0
28/07/2015;24.3;19;;0
29/07/2015;22.6;18.6;28.9;0
30/07/2015;23.1;18.7;28.5;0
31/07/2015;23.1;20.2;27.2;0
01/08/2015;22;19.8;;0
02/08/2015;22.7;;29;0
03/08/2015;22.2;18.7;26.7;
04/08/2015;23.2;19.6;28.5;0
05/08/2015;24;20;29.3;0
06/08/2015;25.8;21;32.5;0.5
07/08/2015;25.3;;32.3;0
08/08/2015;25;;31.4;0
09/08/2015;27.3;20.9;36.3;0
10/08/2015;28;21.1;35.5;0
11/08/2015;25.7;;33.1;0
12/08/2015;25;20.9;31;0
13/08/2015;23.7;20.9;;0
14/08/2015;21.2;17.4;25.9;0
15/08/2015;20.6;;25;0
16/08/2015;21.5;16.9;;0
17/08/2015;21;16.3;24.2;0
18/08/2015;20.6;;;0
19/08/2015;20.5;13.9;27.5;0
20/08/2015;21.4;14.2;28.4;0
21/08/2015;21.8;16.1;27.1;0
22/08/2015;21.2;17.9;26;0
23/08/2015;21.5;17.7;26.6;0
24/08/2015;20.6;15.5;25.1;0
25/08/2015;21.2;15.3;;0
26/08/2015;20.8;;;
27/08/2015;22;15.9;27.5;0
28/08/2015;24.3;18.3;;0
29/08/2015;30.8;19.1;38;0
30/08/2015;23.7;20.9;34.8;
31/08/2015;22.8;;;0
01/09/2015;22.8;19.8;27.2;0
02/09/2015;21.4;18.5;25;0
03/09/2015;20.2;14.9;23.3;0
04/09/2015;18.7;14.4;23.9;0
05/09/2015;19.3;13.9;24.2;0
06/09/2015;20;13.4;;0
07/09/2015;20.8;16.9;25.9;
08/09/2015;20;;25.9;0
09/09/2015;20.8;14;26.9;0
10/09/2015;21.8;16.6;28.9;0
11/09/2015;20.7;17;26.1;0
12/09/2015;20.6;16.9;25.2;0
13/09/2015;20.2;;26;0
14/09/2015;20.5;16.4;;0
15/09/2015;21;16.1;;0
16/09/2015;20.2;13.9;27.3;0
17/09/2015;19.1;14.2;23.4;0
18/09/2015;19.6;15.8;23.9;0
19/09/2015;20.3;12.9;29;0
20/09/2015;21.8;13.2;28.9;0
21/09/2015;25.3;15.9;34;0
22/09/2015;26;16.7;32.9;0
23/09/2015;23;18.9;28.2;0
24/09/2015;20.7;17.3;26.3;0
25/09/2015;20.7;17.2;25.4;0
26/09/2015;20.2;14.9;25.1;0
27/09/2015;19.7;12.3;25.9;0
28/09/2015;22.3;14.3;28.5;0
29/09/2015;20.1;;25.2;0
